,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
277,2018-01-01,ZA13YG9Q,ST8000DM002,8001563222016,0,80,108663928,,,94,0,100,3,100,0,92,1681774011,,,90,9551,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,54.0,46.0,96.0,8138.0,100.0,1.0,100.0,1586.0,46,46,1.0,108663928.0,,,100,0,100,0,200,192,,,,,,,,,,,,,,,,,,,100.0,9516.0,100.0,41244191240.0,100.0,90566006100.0,,,,,,,,,,
278,2018-01-01,ZA13YG9R,ST8000DM002,8001563222016,0,81,140727272,,,96,0,100,2,100,0,93,1854308928,,,90,9564,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,97.0,7865.0,100.0,0.0,98.0,4687.0,37,37,1.0,140727272.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9528.0,100.0,41610996384.0,100.0,51553323468.0,,,,,,,,,,
279,2018-01-01,PL1331LAHDY70H,HGST HMS5C4040BLE640,4000787030016,0,100,0,133.0,106.0,143,542,100,11,100,0,100,0,113.0,42.0,98,14551,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,131.0,100.0,131.0,187,32,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2018-01-01,ZA13YG9T,ST8000DM002,8001563222016,0,71,12204200,,,94,0,100,3,100,0,93,2019269764,,,90,9550,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,59.0,41.0,98.0,4904.0,100.0,1.0,98.0,5933.0,41,41,1.0,12204200.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9515.0,100.0,41570614976.0,100.0,50672103020.0,,,,,,,,,,
281,2018-01-01,ZA13YG9V,ST8000DM002,8001563222016,0,80,100084728,,,84,0,100,9,100,0,93,1913844211,,,90,9561,100,0,,,100,9,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,98.0,4569.0,100.0,1.0,98.0,4157.0,27,27,1.0,100084728.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9527.0,100.0,41201251832.0,100.0,52953767512.0,,,,,,,,,,
282,2018-01-01,PL1311LAG3EE4H,Hitachi HDS5C4040ALE630,4000787030016,0,100,0,130.0,115.0,133,542,100,18,100,0,100,0,115.0,41.0,95,41522,100,0,,,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26.0,100.0,26.0,214,28,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2018-01-01,ZA13YG9K,ST8000DM002,8001563222016,0,81,126675304,,,90,0,100,5,100,0,92,1749164823,,,90,9563,100,0,,,100,5,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,53.0,47.0,59.0,83978.0,100.0,2.0,99.0,3690.0,47,47,1.0,126675304.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,9531.0,100.0,41605736744.0,100.0,53253337994.0,,,,,,,,,,
284,2018-01-01,ZA12KZ18,ST8000DM002,8001563222016,0,71,12991232,,,90,0,100,6,100,8,95,2895117654,,,86,12374,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,72.0,28.0,97.0,6093.0,100.0,1.0,99.0,3122.0,28,28,25.0,12991232.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12223.0,100.0,48808903552.0,100.0,66790883834.0,,,,,,,,,,
285,2018-01-01,ZA12KZ19,ST8000DM002,8001563222016,0,77,51446672,,,96,0,100,2,100,0,94,2486942086,,,86,12677,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,60.0,40.0,97.0,6799.0,100.0,1.0,99.0,3835.0,40,40,1.0,51446672.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12639.0,100.0,47268701456.0,100.0,54175567160.0,,,,,,,,,,
286,2018-01-01,Z300ZTJQ,ST4000DM000,4000787030016,0,110,26692840,,,91,0,100,11,100,0,82,186774337,,,69,27796,100,0,,,100,11,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,91.0,9.0,71.0,29.0,100.0,0.0,100.0,1.0,98.0,4593.0,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,27761.0,100.0,24663917074.0,100.0,175584204338.0,,,,,,,,,,
287,2018-01-01,ZA12KZ17,ST8000DM002,8001563222016,0,79,77619392,,,98,0,100,1,100,0,94,2440722309,,,86,12675,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,59.0,41.0,84.0,33824.0,100.0,2.0,99.0,3309.0,41,41,1.0,77619392.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12628.0,100.0,46198735512.0,100.0,55214078444.0,,,,,,,,,,
288,2018-01-01,ZA12KZ14,ST8000DM002,8001563222016,0,78,66977312,,,92,0,100,4,100,0,95,3150693246,,,86,12677,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,97.0,6085.0,100.0,1.0,98.0,5521.0,37,37,1.0,66977312.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12632.0,100.0,46812181808.0,100.0,57490891848.0,,,,,,,,,,
289,2018-01-01,ZA13YG9C,ST8000DM002,8001563222016,0,79,78095384,,,97,0,100,2,100,0,88,609037180,,,97,2814,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,98.0,5532.0,100.0,0.0,100.0,1601.0,37,37,1.0,78095384.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,2813.0,100.0,20812750976.0,100.0,16488313564.0,,,,,,,,,,
290,2018-01-01,ZA12KZ12,ST8000DM002,8001563222016,0,83,208132512,,,99,0,100,1,100,0,95,3217983331,,,86,12676,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,92.0,17821.0,100.0,1.0,97.0,6894.0,36,36,1.0,208132512.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,12629.0,100.0,46617945336.0,100.0,54409075796.0,,,,,,,,,,
291,2018-01-01,ZA108SHY,ST8000DM002,8001563222016,0,72,14837864,,,96,0,100,2,100,0,93,2187561873,,,89,10309,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,93.0,15318.0,100.0,1.0,98.0,4900.0,28,28,1.0,14837864.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,10261.0,100.0,41415725040.0,100.0,50399910726.0,,,,,,,,,,
292,2018-01-01,ZA13YG9G,ST8000DM002,8001563222016,0,100,187992,,,88,0,100,6,100,0,91,1383717815,,,91,8314,100,0,,,100,6,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,55.0,45.0,97.0,7120.0,100.0,0.0,99.0,2266.0,45,45,100.0,187992.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,8203.0,100.0,38158126776.0,100.0,59688741122.0,,,,,,,,,,
293,2018-01-01,ZA144KEH,ST8000NM0055,8001563222016,0,74,24010176,,,95,0,100,4,100,0,91,1241660074,,,93,6873,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,65.0,35.0,94.0,13036.0,100.0,8.0,99.0,2372.0,35,35,74.0,24010176.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,6861.0,100.0,35061420048.0,100.0,55177522622.0,,,,,,,,,,
294,2018-01-01,PL1331LAGRLK0H,HGST HMS5C4040ALE640,4000787030016,0,100,0,134.0,100.0,100,448,100,6,100,0,100,0,111.0,43.0,96,30460,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,122.0,100.0,122.0,240,25,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2018-01-01,S3010WBY,ST4000DM000,4000787030016,0,115,90555008,,,94,0,100,6,100,0,89,814153836,,,74,23427,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,39.0,122843.0,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,22955.0,100.0,23134240996.0,100.0,147446509658.0,,,,,,,,,,
296,2018-01-01,ZA1199H2,ST8000DM002,8001563222016,0,81,112256040,,,96,0,100,2,100,0,95,3058203164,,,85,13282,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,97.0,7440.0,100.0,0.0,99.0,3258.0,34,34,1.0,112256040.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,13269.0,100.0,52508668456.0,100.0,66866569186.0,,,,,,,,,,
297,2018-01-01,ZA154SC9,ST8000NM0055,8001563222016,0,83,214391808,,,92,0,100,4,100,0,89,838661122,,,95,4877,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,97.0,6125.0,100.0,0.0,100.0,1935.0,26,26,1.0,214391808.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,4825.0,100.0,29576481880.0,100.0,40916102044.0,,,,,,,,,,
298,2018-01-01,ZA154SC1,ST8000NM0055,8001563222016,0,66,4364528,,,94,0,100,3,100,0,89,744469245,,,95,4875,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,65.0,35.0,98.0,5674.0,100.0,0.0,100.0,1538.0,35,35,1.0,4364528.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,4765.0,100.0,29407454136.0,100.0,39330752530.0,,,,,,,,,,
299,2018-01-01,ZA11ATPV,ST8000DM002,8001563222016,0,77,49963336,,,94,0,100,3,100,0,95,2970302534,,,85,13410,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,96.0,9656.0,100.0,0.0,98.0,4915.0,23,23,1.0,49963336.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,13400.0,100.0,51454389576.0,100.0,72196695114.0,,,,,,,,,,
300,2018-01-01,VKGKKR1X,HGST HUH728080ALE600,8001563222016,0,100,0,134.0,104.0,100,0,100,1,100,0,100,0,128.0,18.0,100,1085,100,0,,,100,1,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,97.0,4524.0,97.0,4524.0,206,29,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2018-01-01,ZA171RYY,ST8000NM0055,8001563222016,0,80,98800600,,,95,0,100,4,100,0,91,1252617191,,,94,5912,100,0,,,100,4,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,99.0,3390.0,100.0,13.0,99.0,2943.0,34,34,80.0,98800600.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,5894.0,100.0,33006818864.0,100.0,46661010260.0,,,,,,,,,,
302,2018-01-01,ZA171RYX,ST8000NM0055,8001563222016,0,80,103670400,,,99,0,100,1,100,0,91,1243297860,,,94,5908,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,62.0,38.0,98.0,5131.0,100.0,14.0,99.0,3283.0,38,38,80.0,103670400.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,5889.0,100.0,32902892560.0,100.0,44068989650.0,,,,,,,,,,
303,2018-01-01,S301NGZM,ST4000DM000,4000787030016,0,118,172633792,,,92,0,100,9,100,0,89,858984208,,,79,19081,100,0,,,100,9,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,96.0,9308.0,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19000.0,100.0,43085599672.0,100.0,61355261881.0,,,,,,,,,,
304,2018-01-01,PL2331LAGMSDKJ,HGST HMS5C4040BLE640,4000787030016,0,100,0,135.0,99.0,140,555,100,23,100,0,100,0,113.0,42.0,96,31176,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,390.0,100.0,390.0,222,27,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2018-01-01,ZA11ATPL,ST8000DM002,8001563222016,0,81,135031776,,,98,0,100,1,100,0,95,3138742355,,,85,13414,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,98.0,5753.0,100.0,0.0,98.0,5676.0,31,31,1.0,135031776.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,13405.0,100.0,50978775936.0,100.0,72209628054.0,,,,,,,,,,
306,2018-01-01,S301NGZN,ST4000DM000,4000787030016,0,116,108529392,,,92,0,100,11,100,0,89,855124529,,,79,19080,100,0,,,100,11,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,96.0,8053.0,25,25,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19016.0,100.0,41926542680.0,100.0,64079667872.0,,,,,,,,,,
307,2018-01-01,Z3016SXE,ST4000DM000,4000787030016,0,118,175101096,,,92,0,100,23,100,0,83,234139900,,,62,33357,100,0,,,100,23,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,79.0,21.0,100.0,0.0,100.0,18.0,1.0,382516.0,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,30924.0,100.0,23597337055.0,100.0,326310189084.0,,,,,,,,,,
308,2018-01-01,Z304KR3N,ST4000DM000,4000787030016,0,118,185915440,,,92,0,100,8,100,0,90,978361529,,,78,19636,100,0,,,100,8,,,,,,,,,,,,,,,95.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,98.0,5575.0,32,32,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19556.0,100.0,46323271256.0,100.0,75589252654.0,,,,,,,,,,
309,2018-01-01,Z304KR3L,ST4000DM000,4000787030016,0,117,148694920,,,93,0,100,7,100,0,89,928948453,,,78,19590,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,98.0,5942.0,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19501.0,100.0,45555000832.0,100.0,53662722606.0,,,,,,,,,,
310,2018-01-01,Z304KR3K,ST4000DM000,4000787030016,0,120,236939768,,,91,0,100,11,100,0,89,885643550,,,78,19589,100,0,,,100,11,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,96.0,8517.0,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19511.0,100.0,44375473672.0,100.0,69448567602.0,,,,,,,,,,
311,2018-01-01,ZA171BV5,ST8000NM0055,8001563222016,0,76,43937032,,,98,0,100,2,100,0,91,1395085413,,,96,4277,100,0,,,100,2,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,99.0,2841.0,100.0,39.0,100.0,589.0,37,37,76.0,43937032.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,4256.0,100.0,21103199024.0,100.0,17589756170.0,,,,,,,,,,
312,2018-01-01,ZA21670W,ST10000NM0086,10000831348736,0,82,142586136,,,99,0,100,2,100,0,86,409231665,,,98,2527,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,91.0,19153.0,100.0,6.0,100.0,230.0,30,30,82.0,142586136.0,,,100,0,100,0,200,0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,2473.0,100.0,27961940184.0,100.0,28709332150.0,,,,,,,,,,
313,2018-01-01,Z30251Y1,ST4000DM000,4000787030016,0,116,114861840,,,92,0,100,14,100,0,81,146300976,,,69,27624,100,0,,,100,14,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,93.0,7.0,74.0,26.0,100.0,0.0,100.0,1.0,18.0,164063.0,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,27031.0,100.0,24610959030.0,100.0,199527601927.0,,,,,,,,,,
314,2018-01-01,ZA109TJA,ST8000DM002,8001563222016,0,77,46040608,,,94,0,100,3,100,0,91,1232804789,,,84,14072,100,0,,,100,3,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,35.0,100.0,286.0,32,32,1.0,46040608.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,14067.0,100.0,28286186656.0,100.0,72588349950.0,,,,,,,,,,
315,2018-01-01,Z304KR3D,ST4000DM000,4000787030016,0,116,105459760,,,92,0,100,9,100,0,70,10543244,,,78,19617,100,0,,,100,9,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,99.0,2323.0,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19543.0,100.0,45384967608.0,100.0,104365475566.0,,,,,,,,,,
316,2018-01-01,Z304KR3C,ST4000DM000,4000787030016,0,118,188170936,,,94,0,100,6,100,0,74,27660616,,,78,19618,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,98.0,5618.0,23,23,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100.0,19534.0,100.0,47558803856.0,100.0,73149632008.0,,,,,,,,,,
317,2018-01-01,Z304KR3B,ST4000DM000,4000787030016,0,109,22268520,,,94,0,100,6,100,0,89,890575855,,,79,19080,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,96.0,9187.0,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19016.0,100.0,41820629248.0,100.0,62025563157.0,,,,,,,,,,
318,2018-01-01,Z304KR3A,ST4000DM000,4000787030016,0,118,196485664,,,95,0,100,5,100,0,89,850354532,,,79,19080,100,0,,,100,5,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,95.0,11925.0,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19004.0,100.0,41877567440.0,100.0,56360388252.0,,,,,,,,,,
319,2018-01-01,W4J0YEMV,ST4000DM001,4000787030016,0,119,203921392,,,91,0,100,15,100,0,81,8874406491,,,95,5120,100,0,,,100,14,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,85.0,15.0,76.0,24.0,100.0,0.0,100.0,4.0,85.0,31481.0,24,24,119.0,203921392.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,4904.0,100.0,8333056760.0,100.0,16702261532.0,,,,,,,,,,
320,2018-01-01,ZA127096,ST8000DM002,8001563222016,0,83,200013224,,,98,0,100,1,100,0,93,2225618615,,,88,11001,100,0,,,100,1,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,95.0,11163.0,100.0,0.0,98.0,5041.0,29,29,1.0,200013224.0,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,10969.0,100.0,44584399064.0,100.0,53249710278.0,,,,,,,,,,
321,2018-01-01,Z304KR3Z,ST4000DM000,4000787030016,0,114,81016440,,,93,0,100,7,100,0,90,951209679,,,78,19593,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,96.0,8953.0,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19494.0,100.0,44857288272.0,100.0,67786426246.0,,,,,,,,,,
322,2018-01-01,Z304KR3Y,ST4000DM000,4000787030016,0,119,213805904,,,93,0,100,7,100,0,89,929793209,,,78,19591,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,98.0,5709.0,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19505.0,100.0,43722382936.0,100.0,62069884086.0,,,,,,,,,,
323,2018-01-01,Z304KR3X,ST4000DM000,4000787030016,0,119,211655640,,,93,0,100,7,100,0,89,891486941,,,78,19592,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,97.0,7054.0,31,31,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19496.0,100.0,44475232688.0,100.0,57384325535.0,,,,,,,,,,
324,2018-01-01,Z304KR3W,ST4000DM000,4000787030016,0,117,129857856,,,93,0,100,7,100,0,90,951655574,,,78,19593,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,97.0,6746.0,30,30,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19495.0,100.0,44516364472.0,100.0,69058899860.0,,,,,,,,,,
325,2018-01-01,Z305CYG4,ST4000DM000,4000787030016,0,119,202777224,,,92,0,100,8,100,0,89,806928595,,,82,16423,100,0,,,100,8,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,99.0,3768.0,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,16402.0,100.0,39576294136.0,100.0,75881823925.0,,,,,,,,,,
326,2018-01-01,Z304KR3S,ST4000DM000,4000787030016,0,104,6986344,,,91,0,100,12,100,0,89,932054477,,,78,19593,100,0,,,100,12,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,97.0,6285.0,30,30,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19504.0,100.0,46071198176.0,100.0,63135594249.0,,,,,,,,,,
327,2018-01-01,Z304KR3R,ST4000DM000,4000787030016,0,118,188376552,,,93,0,100,7,100,0,89,888768624,,,78,19593,100,0,,,100,7,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,96.0,9355.0,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,19493.0,100.0,44095549856.0,100.0,51960255931.0,,,,,,,,,,
328,2018-01-01,Z3029F4K,ST4000DM000,4000787030016,0,115,87513344,,,91,0,100,9,100,0,79,90569414,,,71,25803,100,0,,,100,9,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,88.0,24382.0,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,25685.0,100.0,24576946282.0,100.0,207581714949.0,,,,,,,,,,
329,2018-01-01,PL2331LAGMNX6J,HGST HMS5C4040BLE640,4000787030016,0,100,0,134.0,103.0,145,512,100,10,100,0,100,0,117.0,40.0,96,32144,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,146.0,100.0,146.0,214,28,,,100.0,0.0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2018-01-01,Z305C1W5,ST4000DM000,4000787030016,0,117,141374288,,,93,0,100,7,100,0,88,752667395,,,81,16870,100,0,,,100,6,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,65.0,35.0,100.0,0.0,100.0,0.0,98.0,4093.0,35,35,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100.0,16776.0,100.0,37107835736.0,100.0,55159133150.0,,,,,,,,,,
